Director,First Number of Votes,Last Number of Votes,Career Progression Number of Votes
Jim Wilson,82490,22590,-59900
Christopher MacBride,131570,71650,-59920
Sacha Gervasi,168730,108590,-60140
Marianna Palka,74373,13962,-60411
Tommy Lee Jones,419290,358850,-60440
Stewart Raffill,68950,8389,-60561
Vondie Curtis-Hall,166260,105500,-60760
Peter Thorwarth,101749,40902,-60847
Charlie McDowell,436540,375660,-60880
Javier Fuentes-León,72120,11127,-60993
Louis C.K.,108229,46900,-61329
Martha Fiennes,83280,21930,-61350
Vaughn Stein,254730,193210,-61520
Martyn Pick,62750,1230,-61520
Fred Schepisi,175860,114330,-61530
Antonio Banderas,74130,12540,-61590
Sajid Khan,158576,96947,-61629
Rusty Cundieff,71235,9566,-61669
Brett Simon,163700,101880,-61820
Nanette Burstein,98079,36140,-61939
Woo-seok Yang,76510,14460,-62050
Roger Donaldson,157260,95174,-62086
Rowdy Herrington,103500,41210,-62290
Tobias Lindholm,174570,112270,-62300
Clovis Cornillac,71490,9100,-62390
Béla Tarr,126250,63500,-62750
Chris Robinson,122840,59990,-62850
Marcos Jorge,82300,19441,-62859
Jason Todd Ipson,82900,19710,-63190
John Dahl,253250,189890,-63360
Dennis Hopper,135800,72350,-63450
Abhishek Kapoor,215808,152040,-63768
Lloyd Kaufman,68800,4935,-63865
Leander Haußmann,72690,8815,-63875
Arthur Hiller,93120,28364,-64756
Anurag Kashyap,122610,57760,-64850
Gabe Polsky,72220,7330,-64890
Michael Mazzola,87400,22270,-65130
Achero Mañas,69890,4694,-65196
Masoud Dehnamaki,70960,5684,-65276
Pif,89000,23580,-65420
Harris Goldberg,87840,21906,-65934
Franc. Reyes,79130,13106,-66024
Al Pacino,85750,19608,-66142
Michael J. Gallagher,88101,21934,-66167
James Toback,87210,21030,-66180
Gustavo Hernández,80310,14070,-66240
William Brent Bell,272986,206550,-66436
Michael Ritchie,81050,14360,-66690
James Kent,305700,238930,-66770
Chakri Toleti,71083,4078,-67005
Ed Bye,145690,78666,-67024
Kike Maíllo,104450,37200,-67250
Johnny Martin,112408,44790,-67618
Dani de la Torre,111260,43380,-67880
Amanda Kernell,83070,15160,-67910
James Yukich,138500,70110,-68390
Kim Chapiron,95530,27063,-68467
Mark Brown,73840,5210,-68630
Vincent Kok,70018,1019,-68999
Brian Gilbert,147960,78853,-69107
Giddens Ko,116080,46801,-69279
Gary Hustwit,81780,12331,-69449
Sergio Castellitto,85210,15547,-69663
Julien Temple,89870,20050,-69820
Troy Miller,409920,340084,-69836
Julie Taymor,108050,38040,-70010
Aleksandr Kott,73978,3876,-70102
Jim Kouf,100470,30310,-70160
Larry Ferguson,77940,7240,-70700
Stuart Gillard,77470,6730,-70740
Mukul Anand,94700,23916,-70784
Laurie Collyer,96810,25772,-71038
Mona Achache,97890,26490,-71400
Colin Minihan,167970,96520,-71450
Lucía Puenzo,149440,77930,-71510
Andy Tennant,249560,178010,-71550
Daniel Lee,86875,15240,-71635
Clive Barker,264970,193250,-71720
Matty Beckerman,88720,16980,-71740
Annette Haywood-Carter,97650,25740,-71910
Luis Mandoki,89570,17535,-72035
Jeff Feuerzeig,84970,12640,-72330
Mars Callahan,87768,15330,-72438
Angelina Jolie,277730,205250,-72480
John R. Leonetti,582680,510010,-72670
William Dear,77160,4370,-72790
Frank Henenlotter,96680,23566,-73114
Dennis Lee,136270,63060,-73210
Adam Rapp,89170,15723,-73447
Lili Fini Zanuck,99210,25420,-73790
John R. Cherry III,101110,27040,-74070
Lee Kirk,107410,33270,-74140
Tom Putnam,196271,122085,-74186
Justin Kurzel,206870,132310,-74560
Aram Rappaport,88216,13566,-74650
Michael Goi,125938,51230,-74708
Alain Berliner,90380,15412,-74968
Alex Turner,111530,36530,-75000
Carl Schenkel,91830,16828,-75002
Patrice Leconte,103810,28800,-75010
Christian Molina,82954,7780,-75174
David Jacobson,93632,18400,-75232
Baillie Walsh,103720,28111,-75609
Víctor Garcia,99530,23890,-75640
Anjali Menon,183776,107722,-76054
James D.R. Hickox,83990,7794,-76196
Chad Crawford Kinkle,79790,3160,-76630
Serdar Akar,111968,35255,-76713
Erik White,115760,38856,-76904
Kjell Sundvall,94510,17276,-77234
Kôji Shiraishi,79343,2080,-77263
Josh Fox,99996,22639,-77357
Philipp Stölzl,83550,6037,-77513
Amy Berg,108480,30939,-77541
Billy Corben,85964,8102,-77862
Bronwen Hughes,110990,33086,-77904
Noel Clarke,131700,53557,-78143
Milorad Milinkovic,83132,4856,-78276
Mikkel Nørgaard,116900,38585,-78315
Bob Logan,99440,20748,-78692
Bernardo Bertolucci,137650,58930,-78720
Caroline Thompson,107000,28270,-78730
Gabriele Salvatores,87560,8804,-78756
Edward Burns,82060,3230,-78830
Makoto Shinkai,640590,561710,-78880
Omung Kumar,114440,35494,-78946
Stephen Belber,184030,104945,-79085
Wolfgang Petersen,114590,35250,-79340
Yilmaz Erdogan,241892,162460,-79432
Stanley Tong,146484,66920,-79564
Hadi Hajaig,148913,69180,-79733
Craig Monahan,87810,8050,-79760
Mark Illsley,103040,23120,-79920
Jens Lien,98090,18000,-80090
Perry Blackshear,86950,6860,-80090
Károly Ujj Mészáros,96330,16240,-80090
Tim Robbins,156540,76422,-80118
Lasse Spang Olsen,93584,13450,-80134
Norman René,85380,5200,-80180
Mark L. Lester,86860,6602,-80258
John Woo,116930,36620,-80310
Lionel C. Martin,92140,11500,-80640
Jenée LaMarque,103470,22690,-80780
Steve Barker,179370,98280,-81090
Oriol Paulo,727230,645980,-81250
Carlos Cuarón,93320,12051,-81269
Donato Carrisi,130610,48860,-81750
Menno Meyjes,88000,6070,-81930
Dervis Zaim,86298,3308,-82990
Saul Dibb,196844,113800,-83044
Richard Loncraine,155980,72350,-83630
Herbert Ross,225650,141970,-83680
Mark Mylod,960810,877050,-83760
Robert Siegel,98770,14710,-84060
Hart Bochner,116406,32130,-84276
Casey Affleck,239390,155000,-84390
Matt Osterman,102091,17349,-84742
Alexandros Avranas,90485,5190,-85295
Alexandra-Therese Keining,96166,10640,-85526
Dan Fogelman,333530,247950,-85580
Babak Anvari,302100,216500,-85600
Jaume Collet-Serra,1343940,1257710,-86230
Jacques Rivette,94130,7710,-86420
Anh Hung Tran,100540,14080,-86460
Crystal Moselle,135370,48770,-86600
Agnieszka Smoczynska,98430,11660,-86770
Shin'ichirô Ueda,209804,122702,-87102
Guy Moshe,107160,20010,-87150
Jorge Furtado,91912,4574,-87338
Fernando Trueba,114190,26360,-87830
Jeb Stuart,153030,65082,-87948
Adam Bernstein,104970,16490,-88480
Bavo Defurne,100340,11690,-88650
Michael Karbelnikoff,97240,8450,-88790
Sarah Polley,231100,141390,-89710
Wim Wenders,113790,23840,-89950
Masahiro Andô,183510,93342,-90168
Nabwana I.G.G.,98114,7915,-90199
Edward James Olmos,104810,14350,-90460
Tom Vaughan,251370,160500,-90870
David Seltzer,107730,16850,-90880
Mark Pavia,120720,29420,-91300
Nnegest Likké,94270,2860,-91410
Jason Zada,457820,366272,-91548
Agnès Jaoui,103920,12260,-91660
Andreas Öhman,101890,8592,-93298
Gustavo Taretto,160270,66778,-93492
Eleanor Coppola,97930,4130,-93800
Jody Hill,136680,42610,-94070
Mike van Diem,113240,19146,-94094
Vipul Amrutlal Shah,124382,29990,-94392
Alain Berbérian,104700,10160,-94540
Damon Gameau,108790,14110,-94680
Mansoor Khan,205660,110520,-95140
Volker Schlöndorff,107710,12397,-95313
Marc Abraham,178410,82830,-95580
Emilis Velyvis,108210,12432,-95778
Yann Arthus-Bertrand,184686,88430,-96256
Gisaburô Sugii,99390,3110,-96280
Ruben Alves,106480,9830,-96650
Raj Kumar Gupta,120682,23790,-96892
Craig R. Baxley,139750,42610,-97140
Katherine Brooks,108486,11339,-97147
Mert Baykal,122820,25536,-97284
Nancy Savoca,101380,3858,-97522
Joann Sfar,103210,5350,-97860
Sharat Katariya,190427,92220,-98207
Norio Tsuruta,99420,1170,-98250
Yoshihiro Nishimura,102392,4033,-98359
Douglas Aarniokoski,213470,114900,-98570
Reinhard Klooss,130560,31800,-98760
Hans Canosa,118179,19279,-98900
Luca Miniero,103300,4347,-98953
David Moreau,117030,17530,-99500
Til Schweiger,112200,12549,-99651
Rodrigo Sorogoyen,123300,23590,-99710
Mark Christopher,345940,245593,-100347
Deran Sarafian,208680,108079,-100601
Abhishek Varman,271010,170240,-100770
Jeff Pollack,171440,69180,-102260
Luis Llosa,111414,8910,-102504
Arlene Sanford,117950,14660,-103290
Richard Franklin,117650,14010,-103640
Paul Hyett,110930,6995,-103935
Albert Pyun,108490,4165,-104325
Koen Mortier,109970,5503,-104467
Stacy Peralta,133740,28416,-105324
Yavuz Turgul,382482,276795,-105687
Rob Cohen,329460,223690,-105770
Hakan Algül,135798,29925,-105873
Shigeyasu Yamauchi,120020,14097,-105923
Régis Wargnier,109730,3800,-105930
Wash Westmoreland,264890,158410,-106480
Holly Goldberg Sloan,110130,3622,-106508
Lewis Teague,180220,73414,-106806
Alan Shapiro,223950,116970,-106980
Caradog W. James,256766,149650,-107116
Ami Canaan Mann,154476,47250,-107226
Tim Sullivan,133350,26090,-107260
Makoto Kamiya,332510,224730,-107780
Haifaa Al-Mansour,129224,21270,-107954
James Orr,133020,24730,-108290
Hal Hartley,123550,14950,-108600
Mick Jackson,344980,235900,-109080
Ted Geoghegan,199540,90022,-109518
Robert Duvall,149270,39410,-109860
Robin Swicord,291080,181070,-110010
Chris Paine,127680,17646,-110034
Courtney Solomon,363230,252980,-110250
Lorene Scafaria,1189480,1078910,-110570
Ramaa Mosley,170790,60176,-110614
Galt Niederhoffer,125420,14800,-110620
Kamal Haasan,139373,28560,-110813
John Harrison,194250,83280,-110970
Eric Steel,122400,11200,-111200
Todd Kessler,374360,263024,-111336
John Schlesinger,228570,117170,-111400
Yunsung Kang,128260,16084,-112176
Amma Asante,169350,56800,-112550
Bob Dolman,173470,60610,-112860
Stephen S. Campanelli,169750,56820,-112930
Craig Moss,124265,10394,-113871
Thor Freudenthal,250930,136940,-113990
Can Evrenol,125090,10825,-114265
J.P. Dutta,126134,11730,-114404
Chris Eyre,126460,12002,-114458
Tony Maylam,167150,52256,-114894
E.L. Katz,205010,89430,-115580
Enzo Zelocchi,424662,308436,-116226
Santiago Segura,136090,19857,-116233
Mahesh Manjrekar,119902,3146,-116756
Robert Mandel,274650,157720,-116930
Ethan Spaulding,313090,196090,-117000
Josef Fares,147110,29646,-117464
Lawrence Kasdan,155940,38470,-117470
Lee Hae-jun,197610,79974,-117636
Rufus Norris,150420,32713,-117707
Ilmar Raag,127176,9390,-117786
Jamin Winans,158283,39810,-118473
Hwang Dong-hyuk,153523,34020,-119503
Jay Baruchel,149710,30200,-119510
Anthony DiBlasi,129890,10341,-119549
Reginald Hudlin,167650,48030,-119620
Andrey Zvyagintsev,476200,356440,-119760
Ken Marino,175850,55480,-120370
Mike Disa,139910,19460,-120450
Cheol-soo Jang,171250,50720,-120530
Neil LaBute,143170,21830,-121340
Timo Tjahjanto,196062,73524,-122538
Francis Lee,358460,235160,-123300
Simon Shore,146950,23425,-123525
Scott Hicks,284355,160220,-124135
Fabrice du Welz,138490,12960,-125530
Thomas Schlamme,429700,303952,-125748
Roy Andersson,204040,78140,-125900
Derick Martini,146280,20310,-125970
Kevin Bray,156770,30560,-126210
Gregor Jordan,136820,10290,-126530
George Lucas,8611690,8483320,-128370
Nic Balthazar,193910,65511,-128399
Wayne Blair,151930,23500,-128430
Tim Pope,217770,88722,-129048
John Landis,343600,213750,-129850
Darren Grant,158750,28890,-129860
George Sluizer,141815,11572,-130243
Karan Malhotra,269420,139140,-130280
Adam MacDonald,243010,112420,-130590
Shaun Monson,178576,47976,-130600
Ray Lawrence,202420,70810,-131610
Arie Posin,191900,59630,-132270
Carlo Ledesma,230240,96284,-133956
Davis Guggenheim,176050,41942,-134108
Christopher Kenneally,137220,3036,-134184
Harmony Korine,383830,249340,-134490
Aaron Harvey,179120,44350,-134770
Ryan Little,171808,36530,-135278
Cyrus Nowrasteh,174418,39000,-135418
Alex Gibney,161312,25520,-135792
Richard Benjamin,191020,54980,-136040
Charles Stone III,273746,136072,-137674
Eran Kolirin,141830,3450,-138380
Mick Garris,246460,108040,-138420
Andrew Currie,151550,13067,-138483
David Cronenberg,568470,429380,-139090
Steve Trenbirth,180040,39960,-140080
Brett Sullivan,152610,11820,-140790
Boaz Yakin,146250,5440,-140810
Andrew Traucki,209870,68430,-141440
Michael Lembeck,639850,498300,-141550
Shoojit Sircar,321500,179890,-141610
Erik Skjoldbjærg,156410,14734,-141676
Liam O'Donnell,235200,92390,-142810
Agnieszka Holland,175210,32280,-142930
Liz W. Garcia,152250,8330,-143920
Mike Hodges,235760,90040,-145720
Kiah Roache-Turner,184100,38120,-145980
Matthias Hoene,203080,56940,-146140
Leon Gast,191750,45169,-146581
Greg McLean,786340,638810,-147530
Shree Narayan Singh,209303,61440,-147863
Milcho Manchevski,159020,10470,-148550
Peter Stebbings,375450,226334,-149116
Jan-Ole Gerster,175660,26060,-149600
Marielle Heller,336360,184346,-152014
Miranda July,374870,221670,-153200
Risa Bramon Garcia,163760,10010,-153750
Fernando Meirelles,1488360,1332860,-155500
Fedor Bondarchuk,217160,60830,-156330
Rob Sitch,175470,17780,-157690
Brian Gibson,247020,88860,-158160
Sally Potter,187770,29090,-158680
Michel Gondry,189960,30810,-159150
Rodney Ascher,231450,72030,-159420
Don Michael Paul,167710,7070,-160640
Raja Menon,357182,195029,-162153
Ole Bornedal,181750,18680,-163070
Guel Arraes,170100,6580,-163520
Dave McKean,237020,73078,-163942
Brian Yuzna,176540,11840,-164700
Phil Morrison,234500,69550,-164950
Bryan Gordon,175140,9020,-166120
Phil Joanou,248780,81980,-166800
Takeshi Koike,173230,6332,-166898
Wych Kaosayananda,189667,22382,-167285
Ate de Jong,185000,16940,-168060
Steven Zaillian,424790,256420,-168370
Hark Tsui,199520,30510,-169010
C. Jay Cox,186200,16830,-169370
Yann Demange,603200,433660,-169540
Michel Hazanavicius,186004,15910,-170094
Nigel Cole,193520,22995,-170525
Jessy Terrero,246350,75249,-171101
Jean-Jacques Annaud,235620,62410,-173210
Kay Pollak,183000,9300,-173700
Farhan Akhtar,759530,584980,-174550
Phil Traill,444860,269940,-174920
Claudio Fragasso,178160,1696,-176464
Nimród Antal,271150,93970,-177180
Jordan Rubin,205660,28280,-177380
Alfonso Arau,188760,10984,-177776
Morgan Matthews,243488,65624,-177864
Imtiaz Ali,284112,105560,-178552
Roger Avary,214500,35690,-178810
Nate Parker,218590,39080,-179510
Patrice Chéreau,190380,10790,-179590
Albert Brooks,213870,34240,-179630
Matt Williams,364380,184590,-179790
Wayne Wang,183850,3364,-180486
Kundan Shah,194860,13851,-181009
Jan Kounen,188030,6930,-181100
Rupert Goold,730910,549450,-181460
Matthew Heineman,188400,6800,-181600
Dito Montiel,268660,86690,-181970
Jean-Claude Van Damme,281810,99362,-182448
Barbet Schroeder,189290,6380,-182910
George Huang,250570,66550,-184020
Gaspar Noé,258730,74530,-184200
Menhaj Huda,198070,12860,-185210
Jeff Burr,194440,8858,-185582
Michaël R. Roskam,243370,57430,-185940
Michael Mayer,232750,46570,-186180
Justin Kerrigan,272210,85884,-186326
Laetitia Colombani,195570,8950,-186620
Len Wiseman,2858800,2668750,-190050
Nick Love,235175,44770,-190405
Elliott Lester,461610,269250,-192360
Philippe Claudel,207330,14366,-192964
Ericson Core,755020,561460,-193560
Bryan Spicer,300700,106212,-194488
Adrian Lyne,1182720,988160,-194560
Andrew Bergman,220880,25580,-195300
Julius Onah,346909,151500,-195409
Max Mayer,251187,55140,-196047
Cal Brunker,269220,73040,-196180
Ashutosh Gowariker,257986,61190,-196796
John Pogue,208970,11520,-197450
Jae-young Kwak,202470,4814,-197656
Wayne Kramer,320058,121560,-198498
Adam Green,269272,70760,-198512
Stephen Cognetti,251540,52600,-198940
Mort Nathan,324110,124150,-199960
Eli Roth,839160,639176,-199984
Jacob Estes,334050,133460,-200590
Thom Eberhardt,230010,29390,-200620
Neil Armfield,334916,134050,-200866
Keishi Otomo,203888,2814,-201074
Don Mancini,500530,299170,-201360
Brian De Palma,268050,66670,-201380
Julian Jarrold,215260,13678,-201582
Cem Yilmaz,299674,96114,-203560
Duwayne Dunham,513190,309210,-203980
Abbas Kiarostami,231730,22610,-209120
Randal Kleiser,225180,13440,-211740
Franco Zeffirelli,236760,24600,-212160
Toby Wilkins,410740,197200,-213540
Gillian Robespierre,263650,49220,-214430
Richard Bates Jr.,246960,31210,-215750
John Hillcoat,221444,4610,-216834
Roman Polanski,428560,211720,-216840
Neeraj Pandey,824290,607340,-216950
Fraser C. Heston,275880,58310,-217570
Scott Mann,363050,142000,-221050
Andrew Morahan,221620,538,-221082
Anthony Hickox,230754,9452,-221302
Brian Levant,237840,16460,-221380
Marjane Satrapi,440037,218570,-221467
Dwight H. Little,244080,22220,-221860
Ron Maxwell,313900,91635,-222265
Justin Simien,265840,43400,-222440
Sean Byrne,442000,219550,-222450
Xavier Dolan,314500,91590,-222910
Emilio Estevez,269120,45350,-223770
Mike Figgis,227410,3376,-224034
Alexandre Avancini,231200,7100,-224100
Amar Kaushik,385980,161300,-224680
Ari Folman,424290,199340,-224950
Griffin Dunne,257750,30860,-226890
John Stockwell,256150,29170,-226980
Bob Spiers,246936,18110,-228826
E. Elias Merhige,442530,212890,-229640
Jack Bender,463840,232212,-231628
Joseph Kahn,295300,61370,-233930
Hans Weingartner,323980,89240,-234740
Jason Bloom,268525,32993,-235532
Joe Chappelle,253650,16160,-237490
Stella Meghie,299771,62270,-237501
Simon Wincer,246580,8610,-237970
Trish Sie,361070,121000,-240070
Mimi Leder,626280,384470,-241810
Daniel Petrie Jr.,250990,8994,-241996
Babak Najafi,351166,108380,-242786
Christopher Guest,308220,65262,-242958
Emile Ardolino,267610,24480,-243130
Matthew Bright,318810,74932,-243878
Nitesh Tiwari,885548,637460,-248088
David Hogan,313610,64090,-249520
C. Prem Kumar,373070,123408,-249662
Jean-Paul Rappeneau,260070,10350,-249720
John Cameron Mitchell,374120,124280,-249840
Steve James,280810,29440,-251370
Craig Johnson,449440,195820,-253620
John Flynn,258760,4450,-254310
Niels Mueller,261240,4420,-256820
Pascal Chaumeil,276780,19290,-257490
David Schwimmer,698940,441160,-257780
Antti J. Jokinen,266968,8210,-258758
Gia Coppola,312400,53370,-259030
Ben Younger,565740,305730,-260010
Omar Naim,276489,15460,-261029
Ernest R. Dickerson,304850,43564,-261286
Todd Solondz,372970,111070,-261900
Peter Lepeniotis,302900,40680,-262220
Taylor Hackford,344100,80750,-263350
Simon Wells,487090,223174,-263916
Ralph Fiennes,335540,70460,-265080
Richard Rich,271300,6145,-265155
Shimit Amin,549458,283645,-265813
Rajkumar Hirani,885820,614570,-271250
Oren Moverman,368230,96210,-272020
Allan Moyle,312430,38904,-273526
Sam Weisman,431500,156720,-274780
Julie Delpy,288955,14040,-274915
Peter O'Fallon,292280,16650,-275630
Frank Coraci,342414,65581,-276833
John Patrick Shanley,398810,121930,-276880
Lee Jeong-beom,305020,27590,-277430
Michael Caton-Jones,306180,28520,-277660
Mark Jones,305940,25180,-280760
Ernie Barbarash,427860,146510,-281350
Chris Stokes,286360,4934,-281426
Antoine Fuqua,305900,24450,-281450
Danis Tanovic,440042,158380,-281662
Bob Saget,302680,18675,-284005
Brandon Camp,340380,54920,-285460
Susanna White,371530,84450,-287080
Marcus Raboy,302800,14828,-287972
Demian Lichtenstein,293724,3905,-289819
David Bowers,399750,109840,-289910
Paddy Considine,338280,48280,-290000
Christopher Smith,318290,27630,-290660
Joseph Vilsmaier,302888,12097,-290791
Charles Shyer,845700,550480,-295220
Louie Psihoyos,515070,218860,-296210
Lake Bell,330930,33650,-297280
Clark Gregg,336570,36130,-300440
Ben Palmer,868030,566500,-301530
Greg Marcks,501340,199770,-301570
Lesli Linka Glatter,325340,23660,-301680
Dennis Dugan,331160,29270,-301890
Simon Brand,315060,12680,-302380
Gregory Plotkin,307970,4490,-303480
Bruce Malmuth,324630,20240,-304390
Sheldon Lettich,399590,94150,-305440
Jeremy Leven,533930,227708,-306222
Robert Redford,656830,350150,-306680
Gus Van Sant,619300,307820,-311480
Vikas Bahl,684320,371700,-312620
Jean-Baptiste Andrea,318590,5400,-313190
Karan Johar,574330,260890,-313440
John Bonito,359190,44450,-314740
Mario Van Peebles,389610,74430,-315180
Patrick Lussier,365660,48540,-317120
David Slade,1683490,1365310,-318180
Scott Stewart,1122760,800820,-321940
Vikramaditya Motwane,474690,152250,-322440
Carlos López Estrada,329450,5410,-324040
Dennis Iliadis,416732,91338,-325394
Yimou Zhang,354490,28670,-325820
Stephen Herek,381830,53170,-328660
Harry Hook,337380,8280,-329100
Thomas Jahn,338210,7636,-330574
Les Mayfield,453270,121880,-331390
Joshua Marston,362310,25650,-336660
Franck Khalfoun,365090,27060,-338030
Brian Dannelly,490570,151530,-339040
Blair Hayes,353520,13282,-340238
Kunihiko Yuyama,415779,75230,-340549
Steve Carr,442150,100070,-342080
Geoff Murphy,391330,44465,-346865
Can Ulkay,439290,91827,-347463
Sam Taylor-Johnson,390210,42400,-347810
Floria Sigismondi,510240,161930,-348310
Douglas McGrath,417190,68141,-349049
Adam Marcus,369270,18750,-350520
Walter Hill,446240,93240,-353000
Alejandro Amenábar,426100,69600,-356500
Russell Mulcahy,371068,14040,-357028
Brett Leonard,391460,34359,-357101
Jimmy Hayward,619050,260640,-358410
Lee Tamahori,369430,10320,-359110
Andrew Dominik,416160,55430,-360730
Sean Ellis,909290,544610,-364680
Elizabeth Allen Rosenbaum,452870,86880,-365990
P.J. Hogan,418190,52030,-366160
Henry Bean,412350,45270,-367080
Deniz Gamze Ergüven,410070,38520,-371550
Sean Durkin,559130,185840,-373290
Jesse Dylan,619590,246176,-373414
Jamie Babbit,416110,40820,-375290
Amy Heckerling,489080,111690,-377390
Kyle Newman,613130,233510,-379620
Stephen Daldry,1435160,1052660,-382500
Phil Alden Robinson,626610,240710,-385900
Joseph Ruben,653910,266970,-386940
Walt Becker,615285,227070,-388215
Armando Iannucci,616830,224960,-391870
Geoffrey Wright,416710,22790,-393920
Lucky McKee,406460,10780,-395680
Abel Ferrara,423030,22632,-400398
Jonathan King,421550,20180,-401370
